docid	DW
msmarco_passage_67_779398160	20
msmarco_passage_67_779399106	19
msmarco_passage_67_875637400	53
msmarco_passage_67_875637895	34
msmarco_passage_67_875712262	64
msmarco_passage_67_875713317	52
msmarco_passage_67_875716005	56
msmarco_passage_67_875717941	40
msmarco_passage_68_594855952	66
msmarco_passage_00_277236926	48
msmarco_passage_00_536764573	54
msmarco_passage_00_536765045	47
msmarco_passage_00_536765491	43
msmarco_passage_00_544273246	47
msmarco_passage_00_778994046	51
msmarco_passage_01_609373833	60
msmarco_passage_01_797428371	61
msmarco_passage_03_503448969	52
msmarco_passage_04_663617514	64
msmarco_passage_04_98694621	39
msmarco_passage_05_298935296	37
msmarco_passage_05_298936101	52
msmarco_passage_05_298937700	50
msmarco_passage_06_582350806	54
msmarco_passage_06_821525564	41
msmarco_passage_06_8937636	51
msmarco_passage_07_318394671	36
msmarco_passage_07_453151278	56
msmarco_passage_07_453230925	55
msmarco_passage_07_528420506	56
msmarco_passage_07_695430236	45
msmarco_passage_07_718571370	74
msmarco_passage_08_213434307	50
msmarco_passage_08_718935931	55
msmarco_passage_09_627350358	58
msmarco_passage_09_630334951	44
msmarco_passage_09_796239705	47
msmarco_passage_10_167248279	56
msmarco_passage_10_183525043	41
msmarco_passage_10_605306322	1880
msmarco_passage_10_837072812	48
msmarco_passage_11_358539009	52
msmarco_passage_11_537569714	32
msmarco_passage_11_537570906	25
msmarco_passage_11_537571218	57
msmarco_passage_11_537571663	44
msmarco_passage_12_174560540	57
msmarco_passage_12_174561390	80
msmarco_passage_12_174562946	60
msmarco_passage_12_759666810	48
msmarco_passage_12_759672585	73
msmarco_passage_12_834960237	52
msmarco_passage_12_834961172	54
msmarco_passage_14_400546548	35
msmarco_passage_14_837738462	47
msmarco_passage_16_332673480	61
msmarco_passage_16_426295055	46
msmarco_passage_16_765685355	52
msmarco_passage_16_865487357	53
msmarco_passage_17_585623811	58
msmarco_passage_18_243063277	58
msmarco_passage_21_640098583	58
msmarco_passage_22_171312643	53
msmarco_passage_22_634942864	71
msmarco_passage_22_634944179	71
msmarco_passage_22_649553914	40
msmarco_passage_22_649556183	52
msmarco_passage_22_649557835	47
msmarco_passage_22_649558232	53
msmarco_passage_23_380773097	54
msmarco_passage_26_352292059	34
msmarco_passage_26_352295244	47
msmarco_passage_26_352295657	38
msmarco_passage_26_723769448	47
msmarco_passage_26_87294301	61
msmarco_passage_28_38175862	47
msmarco_passage_28_44471635	52
msmarco_passage_28_44474388	53
msmarco_passage_29_232324363	68
msmarco_passage_29_66104126	48
msmarco_passage_30_272373092	50
msmarco_passage_30_272414731	50
msmarco_passage_31_480255398	62
msmarco_passage_31_81636907	44
msmarco_passage_31_81753740	52
msmarco_passage_31_82337454	46
msmarco_passage_31_82697267	46
msmarco_passage_32_222978093	61
msmarco_passage_33_219422517	42
msmarco_passage_33_581458044	64
msmarco_passage_33_585711347	25
msmarco_passage_33_585712657	65
msmarco_passage_34_103869351	57
msmarco_passage_34_103872944	51
msmarco_passage_34_144655479	55
msmarco_passage_34_205452434	67
msmarco_passage_34_307729792	46
msmarco_passage_34_309730142	48
msmarco_passage_34_448984950	41
msmarco_passage_34_500464156	38
msmarco_passage_34_500796046	57
msmarco_passage_37_426676141	51
msmarco_passage_38_310902671	34
msmarco_passage_40_532586736	52
msmarco_passage_41_267111618	44
msmarco_passage_42_592588191	46
msmarco_passage_42_774755099	60
msmarco_passage_44_641837147	51
msmarco_passage_44_641840580	51
msmarco_passage_44_646886566	55
msmarco_passage_44_655756061	61
msmarco_passage_46_195698543	50
msmarco_passage_46_407877689	89
msmarco_passage_46_428224700	59
msmarco_passage_47_649223834	54
msmarco_passage_47_730311844	55
msmarco_passage_47_730312786	43
msmarco_passage_47_730318959	33
msmarco_passage_48_261489145	45
msmarco_passage_48_261493086	51
msmarco_passage_48_783967889	45
msmarco_passage_49_170367847	41
msmarco_passage_51_485593158	45
msmarco_passage_51_485594430	53
msmarco_passage_52_182394025	47
msmarco_passage_52_196293841	49
msmarco_passage_52_204417434	63
msmarco_passage_52_641980899	53
msmarco_passage_52_650524149	67
msmarco_passage_52_650526446	72
msmarco_passage_54_833679677	43
msmarco_passage_57_138774356	47
msmarco_passage_57_335528715	53
msmarco_passage_58_335628953	53
msmarco_passage_58_48177005	49
msmarco_passage_59_71313168	50
msmarco_passage_60_700792864	52
msmarco_passage_60_756656540	54
msmarco_passage_61_199683814	51
msmarco_passage_61_199684258	52
msmarco_passage_61_199687237	41
msmarco_passage_61_265546380	34
msmarco_passage_61_700269620	49
msmarco_passage_62_115693509	47
msmarco_passage_62_120196823	63
msmarco_passage_62_138309311	47
msmarco_passage_62_138376581	61
msmarco_passage_62_142580683	47
msmarco_passage_62_643363486	49
msmarco_passage_63_12589169	52
msmarco_passage_63_12593747	62
msmarco_passage_63_368983646	56
msmarco_passage_63_383388919	52
msmarco_passage_63_383392203	40
msmarco_passage_63_383393485	75
msmarco_passage_63_420622272	35
msmarco_passage_63_563361028	55
msmarco_passage_63_641965397	57
msmarco_passage_63_642369032	56
msmarco_passage_63_67998457	50
msmarco_passage_63_686396780	60
msmarco_passage_63_686400135	60
msmarco_passage_63_744944852	52
msmarco_passage_63_772872929	60
msmarco_passage_63_781501515	49
msmarco_passage_63_784771527	75
msmarco_passage_63_784772495	65
msmarco_passage_63_784774227	56
msmarco_passage_63_784777976	53
msmarco_passage_63_785273432	52
msmarco_passage_63_789333398	85
msmarco_passage_63_793840423	52
msmarco_passage_63_843316819	61
msmarco_passage_64_131273283	59
msmarco_passage_64_167805819	54
msmarco_passage_64_167806290	47
msmarco_passage_64_167806735	43
msmarco_passage_64_781707892	54
msmarco_passage_66_517614000	291
msmarco_passage_66_517648255	22592
msmarco_passage_66_841437332	51
msmarco_passage_67_376296211	53
msmarco_passage_67_482429792	48
msmarco_passage_67_482437786	53
msmarco_passage_67_485665135	52
msmarco_passage_68_479832686	44
msmarco_passage_69_2290943	40
msmarco_passage_01_378030342	60
msmarco_passage_01_389567061	65
msmarco_passage_01_487440125	54
msmarco_passage_02_260347894	41
msmarco_passage_02_649274583	56
msmarco_passage_02_746454553	55
msmarco_passage_03_101000342	58
msmarco_passage_03_120705336	91
msmarco_passage_04_192351983	75
msmarco_passage_04_91626905	46
msmarco_passage_04_91627266	55
msmarco_passage_04_91627722	53
msmarco_passage_06_500053757	59
msmarco_passage_06_503515974	48
msmarco_passage_07_178062213	46
msmarco_passage_07_181175971	73
msmarco_passage_07_181467605	63
msmarco_passage_07_181468604	72
msmarco_passage_08_206994199	62
msmarco_passage_09_747119578	53
msmarco_passage_09_747120033	41
msmarco_passage_09_747121195	54
msmarco_passage_09_747277249	54
msmarco_passage_09_747278450	41
msmarco_passage_09_747279558	56
msmarco_passage_09_747284276	61
msmarco_passage_09_747284730	54
msmarco_passage_10_278544511	62
msmarco_passage_10_31019599	47
msmarco_passage_10_790918635	53
msmarco_passage_10_790933370	59
msmarco_passage_10_797171623	62
msmarco_passage_10_801300107	62
msmarco_passage_10_801370715	59
msmarco_passage_11_130508642	48
msmarco_passage_11_191630881	29
msmarco_passage_11_865236877	83
msmarco_passage_11_869131667	70
msmarco_passage_12_158960516	79
msmarco_passage_12_159013916	42
msmarco_passage_12_160527393	79
msmarco_passage_12_223796979	47
msmarco_passage_12_223798668	53
msmarco_passage_12_314087331	67
msmarco_passage_12_349573086	48
msmarco_passage_12_374428395	64
msmarco_passage_12_530100473	49
msmarco_passage_12_606684451	46
msmarco_passage_12_607439204	56
msmarco_passage_13_505529346	49
msmarco_passage_14_245392097	72
msmarco_passage_14_304375249	46
msmarco_passage_14_304906535	48
msmarco_passage_14_304912267	48
msmarco_passage_14_305476853	52
msmarco_passage_14_72051063	52
msmarco_passage_14_785903246	58
msmarco_passage_15_279166259	58
msmarco_passage_15_698813281	60
msmarco_passage_15_78259546	54
msmarco_passage_16_328532661	113
msmarco_passage_16_328534197	49
msmarco_passage_16_328534554	55
msmarco_passage_16_856045154	51
msmarco_passage_17_408738996	63
msmarco_passage_17_793042801	58
msmarco_passage_20_435835912	51
msmarco_passage_21_819095288	55
msmarco_passage_22_209018155	54
msmarco_passage_23_104578581	74
msmarco_passage_23_107691680	79
msmarco_passage_23_136408705	68
msmarco_passage_23_193691917	89
msmarco_passage_23_474121944	63
msmarco_passage_23_59420567	51
msmarco_passage_23_64519149	56
msmarco_passage_23_64523610	59
msmarco_passage_23_64554097	55
msmarco_passage_23_64554533	44
msmarco_passage_23_64555369	63
msmarco_passage_23_64555870	63
msmarco_passage_23_66838658	49
msmarco_passage_23_66860709	39
msmarco_passage_23_67263009	51
msmarco_passage_23_69407842	59
msmarco_passage_23_69408262	63
msmarco_passage_23_69435920	54
msmarco_passage_23_69448000	58
msmarco_passage_23_69448479	124
msmarco_passage_23_69449205	60
msmarco_passage_23_69449676	61
msmarco_passage_23_69450189	63
msmarco_passage_23_69451053	61
msmarco_passage_23_69733836	31
msmarco_passage_23_69810346	45
msmarco_passage_23_69830408	64
msmarco_passage_23_72515516	41
msmarco_passage_23_72720686	57
msmarco_passage_23_72759132	61
msmarco_passage_23_72827368	57
msmarco_passage_23_72872068	45
msmarco_passage_23_72877658	70
msmarco_passage_23_72882831	57
msmarco_passage_23_73795298	94
msmarco_passage_23_74324545	79
msmarco_passage_23_838480614	54
msmarco_passage_24_360067661	61
msmarco_passage_24_433960488	56
msmarco_passage_24_487447063	54
msmarco_passage_25_351817090	45
msmarco_passage_25_351817999	64
msmarco_passage_25_351818493	59
msmarco_passage_25_351818987	58
msmarco_passage_25_351819459	47
msmarco_passage_25_351819894	52
msmarco_passage_25_351820298	63
msmarco_passage_25_351820768	61
msmarco_passage_25_351821268	54
msmarco_passage_25_351821723	56
msmarco_passage_25_351822614	52
msmarco_passage_25_351823040	56
msmarco_passage_25_351823959	57
msmarco_passage_25_351824430	49
msmarco_passage_25_351825726	54
msmarco_passage_25_351826191	58
msmarco_passage_25_351826663	45
msmarco_passage_25_351827072	40
msmarco_passage_25_351827468	48
msmarco_passage_25_351827896	47
msmarco_passage_25_351828316	57
msmarco_passage_25_470879854	147
msmarco_passage_25_49912539	42
msmarco_passage_25_716830124	65
msmarco_passage_25_716830703	66
msmarco_passage_26_334092642	58
msmarco_passage_26_484395658	62
msmarco_passage_26_623177634	59
msmarco_passage_26_744410149	55
msmarco_passage_27_223493061	46
msmarco_passage_27_338425451	49
msmarco_passage_27_443234381	43
msmarco_passage_27_446051842	92
msmarco_passage_27_700549447	41
msmarco_passage_27_715493705	64
msmarco_passage_28_676712425	46
msmarco_passage_30_154560561	56
msmarco_passage_30_241797893	48
msmarco_passage_30_305441995	51
msmarco_passage_30_305795984	68
msmarco_passage_30_342509898	49
msmarco_passage_30_41475714	78
msmarco_passage_30_863754609	53
msmarco_passage_31_42802339	47
msmarco_passage_31_42802782	41
msmarco_passage_31_42803206	52
msmarco_passage_31_42804462	44
msmarco_passage_31_42804856	32
msmarco_passage_31_42806418	41
msmarco_passage_31_496576222	50
msmarco_passage_31_647461552	48
msmarco_passage_31_703586322	103
msmarco_passage_31_839146742	79
msmarco_passage_32_527327075	52
msmarco_passage_32_531130651	52
msmarco_passage_32_531795588	52
msmarco_passage_32_824343059	91
msmarco_passage_33_234355535	60
msmarco_passage_33_281373020	47
msmarco_passage_33_427684121	53
msmarco_passage_33_675301371	50
msmarco_passage_33_675303062	58
msmarco_passage_33_675305219	66
msmarco_passage_33_675307066	33
msmarco_passage_35_270327828	49
msmarco_passage_35_270328234	48
msmarco_passage_35_270328631	44
msmarco_passage_35_270361680	81
msmarco_passage_35_270362275	55
msmarco_passage_35_271634340	78
msmarco_passage_35_271766099	75
msmarco_passage_35_276149458	74
msmarco_passage_36_233683514	64
msmarco_passage_36_525911206	47
msmarco_passage_36_675928908	353
msmarco_passage_36_676097899	353
msmarco_passage_36_676529046	353
msmarco_passage_37_103925835	40
msmarco_passage_38_69065198	53
msmarco_passage_40_215087181	57
msmarco_passage_41_295203230	52
msmarco_passage_41_349927394	60
msmarco_passage_42_23700829	29
msmarco_passage_44_524573617	42
msmarco_passage_47_158023589	57
msmarco_passage_47_158151247	50
msmarco_passage_47_158204363	52
msmarco_passage_47_158646207	53
msmarco_passage_47_158646728	46
msmarco_passage_47_165741855	55
msmarco_passage_47_171225411	62
msmarco_passage_47_195611233	50
msmarco_passage_47_195611619	72
msmarco_passage_47_228342358	71
msmarco_passage_47_229135623	48
msmarco_passage_48_268930728	89
msmarco_passage_48_332663875	56
msmarco_passage_49_636585591	97
msmarco_passage_49_639414901	57
msmarco_passage_49_646859307	46
msmarco_passage_49_653952403	59
msmarco_passage_49_657301514	54
msmarco_passage_49_657735658	40
msmarco_passage_49_658706423	68
msmarco_passage_50_220391727	61
msmarco_passage_50_220443448	59
msmarco_passage_50_224111197	52
msmarco_passage_50_225945722	56
msmarco_passage_50_226693981	54
msmarco_passage_50_226696213	63
msmarco_passage_50_226699153	79
msmarco_passage_50_230712457	57
msmarco_passage_50_231651605	61
msmarco_passage_50_31280906	55
msmarco_passage_50_408950816	93
msmarco_passage_50_408997723	51
msmarco_passage_50_419136263	55
msmarco_passage_50_444684296	79
msmarco_passage_50_444709500	45
msmarco_passage_50_728715843	49
msmarco_passage_52_433146848	46
msmarco_passage_52_433201993	56
msmarco_passage_52_450758022	67
msmarco_passage_53_49270462	52
msmarco_passage_54_47197342	70
msmarco_passage_54_47199768	75
msmarco_passage_55_470339976	65
msmarco_passage_55_470352049	46
msmarco_passage_55_470440556	50
msmarco_passage_56_455555889	54
msmarco_passage_56_534224366	49
msmarco_passage_56_696117655	62
msmarco_passage_57_209785682	52
msmarco_passage_57_261218795	55
msmarco_passage_57_262306080	80
msmarco_passage_57_262307835	46
msmarco_passage_57_262313272	58
msmarco_passage_57_262313735	55
msmarco_passage_57_262314190	55
msmarco_passage_57_262315247	53
msmarco_passage_57_262732384	73
msmarco_passage_57_264132295	42
msmarco_passage_57_511016985	68
msmarco_passage_58_42138744	58
msmarco_passage_58_734991606	57
msmarco_passage_59_25089018	63
msmarco_passage_59_283457859	57
msmarco_passage_59_460721495	62
msmarco_passage_59_596192278	60
msmarco_passage_61_141495164	49
msmarco_passage_61_145208452	52
msmarco_passage_61_773520519	61
msmarco_passage_61_773520972	65
msmarco_passage_61_773521849	63
msmarco_passage_62_262423584	86
msmarco_passage_62_262511597	57
msmarco_passage_62_396746118	69
msmarco_passage_62_485855438	76
msmarco_passage_62_501798802	51
msmarco_passage_62_502489090	57
msmarco_passage_62_557151971	72
msmarco_passage_62_808417160	78
msmarco_passage_63_307319336	60
msmarco_passage_63_307320316	88
msmarco_passage_63_469007958	61
msmarco_passage_64_115494158	106
msmarco_passage_64_115497871	102
msmarco_passage_64_115501691	102
msmarco_passage_64_115509656	102
msmarco_passage_64_115519739	62
msmarco_passage_65_577005740	49
msmarco_passage_65_774028919	45
msmarco_passage_66_174686525	45
msmarco_passage_66_174743584	55
msmarco_passage_66_174805263	83
msmarco_passage_66_174828270	83
msmarco_passage_66_174866199	56
msmarco_passage_66_238422830	50
msmarco_passage_67_212256482	62
msmarco_passage_67_299703921	53
msmarco_passage_67_299774163	59
msmarco_passage_67_300912012	48
msmarco_passage_67_300913818	57
msmarco_passage_67_321286056	57
msmarco_passage_67_346967396	62
msmarco_passage_67_347145937	59
msmarco_passage_67_470018743	40
msmarco_passage_67_570613821	49
msmarco_passage_67_625046896	57
msmarco_passage_67_626822036	47
msmarco_passage_67_626827908	47
msmarco_passage_67_634302365	60
msmarco_passage_67_634302846	58
msmarco_passage_68_213798472	47
msmarco_passage_69_114982182	57
msmarco_passage_00_805052496	46
msmarco_passage_01_39843134	41
msmarco_passage_01_39845644	43
msmarco_passage_01_56950082	63
msmarco_passage_02_101301611	41
msmarco_passage_02_164802969	56
msmarco_passage_02_164807493	61
msmarco_passage_02_167005475	49
msmarco_passage_02_180669092	56
msmarco_passage_02_180703918	56
msmarco_passage_02_180714372	56
msmarco_passage_02_182803274	56
msmarco_passage_02_182807798	61
msmarco_passage_02_190823401	44
msmarco_passage_02_190824716	54
msmarco_passage_02_190826868	45
msmarco_passage_02_190827771	40
msmarco_passage_02_190906409	43
msmarco_passage_02_193085620	43
msmarco_passage_02_199701761	49
msmarco_passage_02_201157384	56
msmarco_passage_02_208508575	49
msmarco_passage_02_798535711	61
msmarco_passage_03_142052582	98
msmarco_passage_03_224206734	53
msmarco_passage_03_224276344	39
msmarco_passage_03_224676332	41
msmarco_passage_03_224744356	43
msmarco_passage_03_224745661	37
msmarco_passage_03_224746041	34
msmarco_passage_03_224750791	44
msmarco_passage_03_225179547	53
msmarco_passage_03_225183762	37
msmarco_passage_03_225205844	42
msmarco_passage_03_225222483	52
msmarco_passage_03_225224957	44
msmarco_passage_03_225265109	37
msmarco_passage_03_225270608	43
msmarco_passage_03_225271476	49
msmarco_passage_03_225274750	43
msmarco_passage_03_225290684	40
msmarco_passage_03_225295092	37
msmarco_passage_03_225300962	53
msmarco_passage_03_225310705	37
msmarco_passage_03_225322934	48
msmarco_passage_03_225323407	41
msmarco_passage_03_225377258	50
